,,,,,,,,,,,,,,,,,,,,,,
リダイレクト有無,ドメイン,第一階層,第二階層,第三階層,第四階層,第五階層,第六階層,第七階層,第八階層,第九階層,URLの意味,ページタイプ,コンテンツ定義ID,,パンくずの表記,titleタグ,Description,h1,Kaopizの提案,確認方,確認結果,
-,https://knowbe.jp/,rakita/,,,,,,,,,TOP,TOP,1,,A型・B型・移行支援のらきた,就労継続支援A型・就労継続支援B型・就労移行支援の就労支援事業所検索なららきた,全国のA型・B型・移行支援の事業所を探すなららきた！就労継続支援A型・B型・就労移行支援の事業所(〇〇件)掲載中！日本全国の事業所を簡単に検索・比較できます。就労継続支援A型・B型・就労移行支援の対象企業や事業所紹介、利用者の声などの情報も充実！今すぐチェック。,全国の就労支援事業所〇〇件,,,,
無,,,,,,lines/,11312/,xxx/,,,路線×障がい種別の一覧,B型一覧,5,,A型・B型・移行支援のらきた > 全国の就労継続支援A型・B型事業所 > 全国の就労継続支援B型事業所 > 〇〇県の就労継続支援B型事業所 > 〇〇線沿いの就労継続支援B型事業所 > 〇〇線沿いの{障がい種別}の方が利用できる就労継続支援B型事業所,【〇〇線】沿い{障がい種別}の方が利用できる就労継続支援B型事業所の一覧 | らきた,〇〇線沿いの{障がい種別}の方が利用できる就労継続支援B型事業所〇〇件を一覧で掲載！B型の事業所を比較できるらきた。あなたに合った事業所探しを無料サポート！今すぐチェック。,【〇〇線】沿いの{障がい種別}の方が利用できる就労継続支援B型事業所の一覧,,,,
-,,,ikou/,,,,,,,,,移行TOP,17,,A型・B型・移行支援のらきた > 就労移行支援事業所,【全国】就労移行支援事業所を探す | らきた,全国の就労移行支援事業所を探すなららきた！就労移行支援の事業所(〇〇件)掲載中！日本全国の事業所を簡単に検索・比較できます。就労移行支援の対象企業や事業所紹介、利用者の声などの情報も充実！今すぐチェック。,全国の就労移行支援事業所〇〇件,,,,
,,,,all/,,,,,,,全県,移行一覧,6,,A型・B型・移行支援のらきた > 全国の就労移行支援事業所,【全国】就労移行支援事業所の一覧 | らきた,全国の就労移行支援事業所〇〇件を一覧で掲載！移行支援の事業所を比較できるらきた。あなたに合った事業所探しを無料サポート！今すぐチェック。,【全国】の就労移行支援事業所の一覧,,,,
有,,,,12/,,,,,,,県番号,移行一覧,6,,A型・B型・移行支援のらきた > 全国の就労移行支援事業所 > 〇〇県の就労移行支援事業所,【〇〇県】就労移行支援事業所の一覧 | らきた,〇〇県の就労移行支援事業所〇〇件を一覧で掲載！移行支援の事業所を比較できるらきた。あなたに合った事業所探しを無料サポート！今すぐチェック。,【〇〇県】の就労移行支援事業所の一覧,,,,
有,,,,,345/,,,,,,市区町村の一覧,移行一覧,6,,A型・B型・移行支援のらきた > 全国の就労移行支援事業所 > 〇〇県の就労移行支援事業所 > 〇〇市の就労移行支援事業所,【〇〇県〇〇市】就労移行支援事業所の一覧 | らきた,〇〇県〇〇市の就労移行支援事業所〇〇件を一覧で掲載！移行支援の事業所を比較できるらきた。あなたに合った事業所探しを無料サポート！今すぐチェック。,【〇〇市】の就労移行支援事業所の一覧,,,,
有,,,,,region/,34/,,,,,都道府県内政令指定都市の一覧,移行一覧,6,,A型・B型・移行支援のらきた > 全国の就労移行支援事業所 > 〇〇県の就労移行支援事業所 > 〇〇市の就労移行支援事業所,【〇〇県〇〇市】就労移行支援事業所の一覧 | らきた,〇〇県〇〇市の就労移行支援事業所〇〇件を一覧で掲載！移行支援の事業所を比較できるらきた。あなたに合った事業所探しを無料サポート！今すぐチェック。,【〇〇市】の就労移行支援事業所の一覧,,,,
有,,,,,region/,34/1/,,,,,都道府県内政令指定都市の区内一覧,移行一覧,6,,A型・B型・移行支援のらきた > 全国の就労移行支援事業所 > 〇〇県の就労移行支援事業所 > 〇〇市〇〇区の就労移行支援事業所,【〇〇県〇〇市〇〇区】就労移行支援事業所の一覧 | らきた,〇〇県〇〇市〇〇区の就労移行支援事業所〇〇件を一覧で掲載！移行支援の事業所を比較できるらきた。あなたに合った事業所探しを無料サポート！今すぐチェック。,【〇〇市〇〇区】の就労移行支援事業所の一覧,,,,
無,,,,,tag/,2/,,,,,県内×タグの一覧,移行一覧,6,,A型・B型・移行支援のらきた > 全国の就労移行支援事業所 > 〇〇県の就労移行支援事業所 > 〇〇県の就労移行支援事業所({タグ名}),【〇〇県】就労移行支援事業所の一覧（{タグ名}） | らきた,〇〇県の就労移行支援事業所({タグ名})〇〇件を一覧で掲載！移行支援の事業所を比較できるらきた。あなたに合った事業所探しを無料サポート！今すぐチェック。,【〇〇県】の就労移行支援事業所({タグ名})の一覧,,,,
無,,,,,tag/,2/4/,,,,,県内×タグ2つの一覧,移行一覧,6,,"A型・B型・移行支援のらきた > 全国の就労移行支援事業所 > 〇〇県の就労移行支援事業所 > 〇〇県の就労移行支援事業所({タグ名1},{タグ名2})","【〇〇県】就労移行支援事業所の一覧（{タグ名1},{タグ名2}） | らきた","〇〇県の就労移行支援事業所({タグ名1},{タグ名2})〇〇件を一覧で掲載！移行支援の事業所を比較できるらきた。あなたに合った事業所探しを無料サポート！今すぐチェック。","【〇〇県】の就労移行支援事業所({タグ名1},{タグ名2})の一覧",,,,
無,,,,,station/,355/,,,,,駅周辺の一覧,移行一覧,6,,A型・B型・移行支援のらきた > 全国の就労移行支援事業所 > 〇〇県の就労移行支援事業所 > 〇〇駅周辺の就労移行支援事業所,【〇〇駅(〇〇県)】周辺就労移行支援事業所の一覧 | らきた,〇〇駅周辺の就労移行支援事業所〇〇件を一覧で掲載！移行支援の事業所を比較できるらきた。あなたに合った事業所探しを無料サポート！今すぐチェック。,【〇〇駅】周辺の就労移行支援事業所の一覧,,,,
無,,,,,lines/,11312/,,,,,路線の一覧,移行一覧,6,,A型・B型・移行支援のらきた > 全国の就労移行支援事業所 > 〇〇県の就労移行支援事業所 > 〇〇線沿いの就労移行支援事業所,【〇〇線】沿い就労移行支援事業所の一覧 | らきた,〇〇線沿いの就労移行支援事業所〇〇件を一覧で掲載！移行支援の事業所を比較できるらきた。あなたに合った事業所探しを無料サポート！今すぐチェック。,【〇〇線】沿いの就労移行支援事業所の一覧,,,,
無,,,,,xxx/,,,,,,障がい種別の一覧,移行一覧,6,,A型・B型・移行支援のらきた > 全国の就労移行支援事業所 > 〇〇県の就労移行支援事業所 > 〇〇県の{障がい種別}の方が利用できる就労移行支援事業所,【〇〇県】{障がい種別}の方が利用できる就労移行支援事業所の一覧 | らきた,【〇〇県】{障がい種別}の方が利用できる就労移行支援事業所〇〇件を一覧で掲載！移行支援の事業所を比較できるらきた。あなたに合った事業所探しを無料サポート！今すぐチェック。,【〇〇県】【{障がい種別}】の方が利用できる就労移行支援事業所の一覧,,,,
無,,,,,station/,355/,tag/,2/,,,駅×タグの一覧,移行一覧,6,,A型・B型・移行支援のらきた > 全国の就労移行支援事業所 > 〇〇県の就労移行支援事業所 > 〇〇駅周辺の就労移行支援事業所 > 〇〇駅周辺の就労移行支援事業所({タグ名}),【〇〇駅(〇〇県)】周辺就労移行支援事業所の一覧 | らきた,〇〇駅周辺の就労移行支援事業所({タグ名})〇〇件を一覧で掲載！移行支援の事業所を比較できるらきた。あなたに合った事業所探しを無料サポート！今すぐチェック。,【〇〇駅】周辺の就労移行支援事業所({タグ名})の一覧,,,,
無,,,,,lines/,11312/,xxx/,,,,路線×障がい種別の一覧,移行一覧,6,,A型・B型・移行支援のらきた > 全国の就労移行支援事業所 > 〇〇県の就労移行支援事業所 > 〇〇線沿いの就労移行支援事業所 > 〇〇線沿いの{障がい種別}の方が利用できる就労移行支援事業所,【〇〇線】沿い{障がい種別}の方が利用できる就労移行支援事業所の一覧 | らきた,〇〇線沿いの{障がい種別}の方が利用できる就労移行支援事業所〇〇件を一覧で掲載！移行支援の事業所を比較できるらきた。あなたに合った事業所探しを無料サポート！今すぐチェック。,【〇〇線】沿いの{障がい種別}の方が利用できる就労移行支援事業所の一覧,,,,
-,,,facility/,12345/,,,,,,,A型の事業所ページ,A型事業所詳細ページ,8,,A型・B型・移行支援のらきた > 全国の就労継続支援A型・B型事業所 > 全国の就労継続支援A型事業所 > 〇〇県の就労継続支援A型事業所 > 〇〇市の就労継続支援A型事業所 > {事業所名},【事業所名】 (〇〇県〇〇市の就労継続支援A型事業所)の詳細情報 | らきた,【事業所名】は【会社名】が運営する就労継続支援A型事業所です。【対応している障がい種別全てを記載】を対象に就労支援を受けることができます。具体的な仕事内容やサポート内容を知り自分に合った事業所かどうかを知ることが可能です。利用時間やアクセス方法、そして利用者の声など実際の事業所の雰囲気がわかりやすくなっています！今すぐチェック。,事業所名,,,,
-,,,,12345/,,,,,,,B型の事業所ページ,B型事業所詳細ページ,9,,A型・B型・移行支援のらきた > 全国の就労継続支援A型・B型事業所 > 全国の就労継続支援B型事業所 > 〇〇県の就労継続支援B型事業所 > 〇〇市の就労継続支援B型事業所 > {事業所名},【事業所名】 (〇〇県〇〇市の就労継続支援B型事業所)の詳細情報 | らきた,【事業所名】は【会社名】が運営する就労継続支援B型事業所です。【対応している障がい種別全てを記載】を対象に就労支援を受けることができます。具体的な仕事内容やサポート内容を知り自分に合った事業所かどうかを知ることが可能です。利用時間やアクセス方法、そして利用者の声など実際の事業所の雰囲気がわかりやすくなっています！今すぐチェック。,事業所名,,,,
-,,,,12345/,,,,,,,移行支援の事業所ページ,移行支援事業所詳細ページ,10,,A型・B型・移行支援のらきた > 全国の就労移行支援事業所 > 〇〇県の就労移行支援事業所 > 〇〇市の就労移行支援事業所 > {事業所名},【事業所名】 (〇〇県〇〇市の就労移行支援事業所)の詳細情報 | らきた,【事業所名】は【会社名】が運営する就労移行支援事業所です。【対応している障がい種別全てを記載】を対象に就労支援を受けることができます。具体的に受けれるサービスやサポート内容を知り自分に合った事業所かどうかを知ることが可能です。利用時間やアクセス方法、そして利用者の声など実際の事業所の雰囲気がわかりやすくなっています！今すぐチェック。,事業所名,,,,
-,,,facility_brands/,12345/,,,,,,,事業所ブランド特設ページ,,12,,A型・B型・移行支援のらきた > ブランド名,【ブランド名】の評判・詳細情報 | らきた,【ブランド毎にディスクリプションで推したいポイントを考えていただく】,ブランド名,,,,リリース後に検討
-,,,facility_corporate/,12345/,,,,,,,運営会社特設ページ,,13,,A型・B型・移行支援のらきた > 企業名,【企業名】の評判・詳細情報 | らきた,就労支援を行う「企業名」の概要・口コミ・評判を詳しくご紹介。大切にしているポイント、利用時間や電話番号、アクセス、そして「企業名」の事業所一覧などの基本情報を知ることができます。,企業名,,,,
-,,,articles/,,,,,,,,記事TOP,,,,A型・B型・移行支援のらきた > お役立ち記事一覧,働くことに障がいのある方に便利なお役立ち記事 | らきた,働くことに障がいのある方をサポート！らきた編集部が就職支援記事やお役立ちコラムを発信。役立つ情報が満載！,お役立ち記事一覧,,,,
-,,,,category/,,,,,,,カテゴリ内記事一覧,,,,A型・B型・移行支援のらきた > お役立ち記事一覧 > カテゴリ名,働くことに障がいのある方に便利なお役立ち記事(カテゴリ名) | らきた,【カテゴリ名】働くことに障がいのある方をサポート！らきた編集部が就職支援記事やお役立ちコラムを発信。役立つ情報が満載！,【カテゴリ名】に関してのお役立ち記事,,,,
-,,,,,12345/,,,,,,記事詳細,,,,A型・B型・移行支援のらきた > お役立ち記事一覧 > カテゴリ名 > SEOタイトル,seoタイトル | らきた,120文字前後で記事毎に設定,h1タイトル,,,,
-,,,,tag/,,,,,,,タグ内記事一覧,,,,A型・B型・移行支援のらきた > お役立ち記事一覧 > タグ名,働くことに障がいのある方に便利なお役立ち記事({タグ名}) | らきた,【タグ名】働くことに障がいのある方をサポート！らきた編集部が就職支援記事やお役立ちコラムを発信。役立つ情報が満載！,【タグ名】に関してのお役立ち記事,,,,
